Grain_ID,phi1_deg,PHI_deg,phi2_deg,phi1_rad,PHI_rad,phi2_rad
43,29.902698437264018,16.95756064523915,36.77719220657115,0.5219005429612201,0.29596526636603726,0.6418830936434652
44,353.29780692087036,36.20500398967763,88.2249395555451,6.166209970844397,0.6318965253175578,1.5398156776172447
45,350.1987654269963,46.14868900589474,84.75175902063,6.112121493120372,0.805446568631772,1.4791972417667985
46,55.264110341384516,26.74469123304676,48.337297602773035,0.9645406836426074,0.466782919445928,0.8436449946847516
47,84.70508667907374,38.15629802811733,15.138993189392878,1.4783826557370263,0.6659530309628672,0.2642252765919032
48,346.813676694515,23.585968339719994,7.272006902312663,6.05304054926641,0.41165280479925437,0.1269204636731096
49,309.13588365244846,13.260908074460232,7.056362521613684,5.395439005797339,0.23144650770363243,0.1231567592164883
50,318.4984405380887,37.83184499538933,9.601829185623455,5.558846449857028,0.6602902572736828,0.16758353350321506
51,79.84398979482506,40.690222116705726,24.19031292894188,1.393540509848449,0.7101783493043312,0.4222006076977889
52,149.81185134032103,31.768682926047433,61.965157690603306,2.6147100643968817,0.5544681160816339,1.0814960232185133
53,189.07480604407942,11.304098611548993,57.740102463361,3.2999778980388608,0.19729373974164943,1.007754898424538
54,26.4071992770302,37.17486246034018,44.59980297947894,0.4608925736144432,0.6488237489089761,0.7784134077326844
55,26.295948740526278,42.976108470695394,33.59720652210597,0.45895088545783963,0.7500745925078597,0.5863818732832623
56,179.9913641718839,36.90035161081375,67.94729500333564,3.1414419299555307,0.6440326307522931,1.1859040156320984
57,224.89303477416857,37.5079047343484,78.28663234576359,3.9251239216113434,0.6546364331387486,1.3663594947318665
59,105.0662233843619,45.54679464864727,65.74600420077785,1.833751530692975,0.7949415303486288,1.1474842433335966
60,231.0019091458195,35.06934412653398,37.89836022539165,4.031743892987352,0.6120755215229529,0.6614511670399446
61,121.8585271243649,14.845945360865676,13.698528403165161,2.126832519950985,0.25911062711828375,0.2390844233131933
62,64.99368092463011,49.79299063513172,43.22975637829303,1.1343537251254279,0.8690516309977511,0.7545015836362328
63,159.93243361928063,14.341302703282615,76.85136143488897,2.791347547383718,0.250302951197445,1.3413092916790064
64,219.91763275003882,13.940070279664258,3.716881263856693,3.8382867746798888,0.24330012433954804,0.0648718159599874
65,76.59613188798645,9.26229624746253,78.77390919460545,1.3368546957371839,0.16165756581333662,1.3748640801128997
68,132.08026680907793,46.860562091376586,45.764664286189365,2.3052355327309946,0.8178710978297613,0.7987440728638648
69,193.09793060063313,14.34164248110923,64.63709054147202,3.37019466776856,0.2503088814392447,1.128130048858371
70,86.25917162063966,26.71856565836133,9.708282802502774,1.5055065548230153,0.4663269421486916,0.16944149961841581
71,36.79799065010559,33.96724814308848,63.585702156598366,0.6422460949624312,0.592840317938824,1.1097798598251005
75,63.91438336552702,11.489793548295916,39.54107200186608,1.115516429110341,0.20053472779216583,0.6901218962007085
76,138.56631573702424,30.050374716885404,46.134384552243304,2.418438441969106,0.5244779802677092,0.8051969088178556
77,304.18403342059594,21.439904963168544,2.6520486654587083,5.3090129151858685,0.37419693292196465,0.04628698113537607
78,140.64579794487312,15.580067047841721,2.6360293025818797,2.4547322532327103,0.2719234676663109,0.04600739050910366
79,18.049870967265562,29.126519828922376,48.0464971876999,0.3150296779389177,0.508353670662111,0.8385695699755591
80,41.12176616913411,43.397153639840866,46.35616819511697,0.7177102138866056,0.7574232170090645,0.8090677636130683
81,227.38072547029665,25.798097171559462,48.51320412667508,3.9685423150300085,0.45026173639314904,0.8467151427025804
82,52.790418381815535,42.63667362942973,34.141677592288055,0.921366614268018,0.7441503369317894,0.5958846861397967
83,186.8464683642824,31.190578514915625,65.10274120531977,3.2610860686801515,0.5443782906870809,1.1362571861066117
84,114.41645206344207,41.665591148324225,75.30177950714935,1.996943806957324,0.7272017503280628,1.314263985010549
85,196.5670480985971,32.96294307905643,79.77304295754163,3.4307421902465784,0.5753118878770122,1.3923022539439764
86,52.51412095248455,44.3609187244007,38.42056753647209,0.916544314411396,0.7742440909503953,0.6705654039962845
87,279.4601880039762,38.77084642417885,26.382201040427447,4.877500408911745,0.6766789238869909,0.46045627207853257
88,183.39487596902026,21.521073534693713,19.53677126213262,3.2008444169460297,0.3756135917442194,0.3409809837332224
89,80.41300827053044,39.728912177589955,63.34249576064761,1.4034717557541871,0.6934003257346149,1.1055351074538509
90,45.92200587737632,32.966861477882816,11.14544476754137,0.8014902016804042,0.5753802768379389,0.19452470779277095
91,295.7721105298095,43.87893968091754,1.6343358079319124,5.1621971643177655,0.7658319697160012,0.02852454093165353
92,195.55858940724252,50.75273474174881,47.80432108949369,3.413141265712088,0.8858023256348306,0.8343427996922278
94,270.7238294622646,40.391231297954256,45.21996802923629,4.7250221877241465,0.7049599750838845,0.7892373297567447
95,41.71292397867691,12.853508553511174,87.06071250911037,0.728027864062005,0.22433604469202373,1.5194960824161896
96,169.19643692506514,37.73750247547654,6.368162378202635,2.953034906985297,0.6586436696765763,0.11114540080126836
97,0.5110435885928845,43.305965732958796,17.35383663268358,0.008919393242153168,0.7558316877959704,0.3028815870935343
98,168.1599401047369,37.97633230349114,83.21784899516199,2.934944624784117,0.6628120365274028,1.4524254613930312
99,147.60239442639008,27.89029166629534,69.67704721913678,2.576147766567834,0.48677741891838927,1.216093887041496
100,114.51943890383168,47.43266177941671,21.963290719012893,1.9987412664083488,0.827856121035694,0.38333173761948774
101,181.62881555515827,9.113789821384385,46.19909533628667,3.170020847935004,0.1590656397179034,0.8063263250609592
102,333.7642425208937,29.096610991691072,30.145939435260324,5.825284957414453,0.5078316629769817,0.5261458992520927
103,182.73727818650053,45.02519940032496,56.643537391184196,3.189367170487247,0.7858379759026468,0.9886162274526834
104,202.9792587105112,32.948393295068456,12.957337913550575,3.5426563777558,0.5750579462409682,0.2261482088849499
107,235.85250108804786,41.56467676944878,73.7795639355901,4.1164026930499436,0.7254404621540813,1.2876963113617128
108,305.750232387177,37.26564855391497,50.11218466992865,5.33634824389404,0.6504082651568799,0.8746226178576828
109,40.422044490155095,32.610725072666554,24.466445047734226,0.705497766740839,0.5691645239806985,0.4270200223412234
111,36.61532922269664,18.49996982981919,63.85423562129351,0.6390580516377524,0.3228853850499599,1.1144666529358187
112,172.24568308791626,19.143125609560588,82.92741607185481,3.0062542922308526,0.3341105710096788,1.4473564506251289
113,335.49770784158585,32.66407768592779,18.46820688689335,5.855539634729671,0.5700957027466502,0.3223310171157809
114,133.251847206479,38.725481223808515,72.39047179364442,2.3256834681174667,0.6758871517747017,1.2634520798711804
115,129.01298295092394,4.256378076491243,36.459802244562816,2.2517013303129327,0.07428781164447525,0.6363435937936399
116,249.0086801991513,39.24589184612696,77.38115157566135,4.3460213355208,0.6849700305965113,1.3505558739800885
117,82.8445736044092,34.47906257554043,26.196409893451744,1.445910576807727,0.6017731649443366,0.45721360484274987
118,263.50593703017546,7.347604352236745,40.429501924646495,4.59904619972941,0.12823988808039638,0.7056279235264658
119,99.84534973405401,48.195881711334344,36.87548440400433,1.7426300956644873,0.8411768217645036,0.6435986161176945
120,261.99816439299553,21.83866336585292,21.361133429596606,4.572730602839143,0.3811565799688004,0.3728221103042891
121,314.34676538678156,26.321580022706595,83.10877179910688,5.486386048993484,0.45939823572339394,1.4505217051830261
122,27.235136773338763,40.50839640136689,30.689025325334374,0.475342808925746,0.7070048919068745,0.5356245361550088
123,95.9369621462234,18.132645806712922,37.50643062460108,1.6744158638127637,0.3164743714250838,0.6546107050701222
124,79.68176161745546,42.47914879081592,0.5754675597053157,1.3907090940138402,0.7414010098443057,0.010043803655274809
126,40.6336162564533,31.529959887592575,14.718099307637825,0.7091903906670027,0.5503016130602316,0.25687929255377784
127,241.36540076332724,42.16027550101285,18.863589286221796,4.212620943715695,0.7358356210405761,0.32923174178849735
131,178.0808305095564,30.260330038336864,26.577158162854133,3.1080968270777305,0.5281423919091202,0.4638589157650919
132,127.7275936213628,28.691051965253195,77.21344181486073,2.2292670543420883,0.5007533226544579,1.3476287864663856
133,131.81055155268695,50.18156635564813,52.61120107281724,2.3005281134641113,0.8758335567140716,0.9182386821494338
134,131.3187868928597,15.692939675756623,42.15350888785318,2.2919452010051757,0.27389346665880443,0.735717521361731
135,334.37687164143443,25.84401941472778,8.696793559014713,5.835977352661487,0.45106323073633764,0.1517876819710425
137,350.0801428916174,28.979629392775546,64.68538329990476,6.110051139310946,0.5057899489116583,1.1289729164978926
138,100.20448559783888,49.007814610160715,67.73589573285841,1.748898198949527,0.8553477241542856,1.1822144023259566
139,240.2169947612825,44.374653448742826,4.913532771607083,4.1925774778303495,0.7744838071120191,0.08575732476918616
141,325.0676019801873,35.77538344894383,13.50858856984641,5.673499946116707,0.6243982323475544,0.23576934784109183
142,65.38134933392607,32.68173795223847,86.07884612760643,1.1411198152736113,0.5704039325405506,1.5023592812443032
143,133.39552085724324,44.04004042205644,41.05862338045431,2.3281910463716633,0.768643708076278,0.716608164325252
144,280.0571286985218,16.320399495722473,66.14596090299979,4.887918989470707,0.2848447064411794,1.154464804652788
145,321.8597521679718,30.881983484433913,38.98461137448019,5.617512404984065,0.5389922913498828,0.6804098260951114
146,99.79951149164626,44.82738921017947,53.97496145766133,1.7418300674111444,0.7823855367906121,0.9420407910732281
148,138.51434982517972,35.8612708274777,68.41037561373976,2.417531465708618,0.6258972498888773,1.1939862969857953
149,76.95991404436,49.365524299383694,36.30773557697494,1.3432038921259075,0.8615909359975124,0.6336895297616958
151,70.4441784440652,37.548432613486106,14.563013753323169,1.229482852711354,0.6553437780685519,0.25417253900870657
152,312.0512980907532,28.72157250989789,8.39402506830262,5.446322586805938,0.5012860066480098,0.1465033749368226
154,171.7742401918156,34.85149557924554,5.367646381501079,2.9980260614587584,0.6082733471020829,0.09368310243995348
155,325.633535455669,23.87180124305162,33.49325663211825,5.683377348611118,0.416641530072926,0.5845676054458907
156,20.237020838711604,22.658415522628406,42.94245703544585,0.3532026444302218,0.3954639541548574,0.7494872641647333
157,106.52637023676907,35.60496408604796,54.16649162414904,1.8592359008301116,0.6214238533558705,0.9453836230953315
158,73.34441785023984,22.840643137198885,47.643133751245486,1.2801015794451864,0.3986444260171675,0.8315295499272707
159,312.3812468513445,22.7147340090875,45.69178235742374,5.452081279041131,0.39644689717330844,0.7974720432417008
160,158.00121367627506,30.723497654902545,51.45062740144424,2.757641400798094,0.536226191806806,0.8979828503720163
162,228.54317061708426,32.866665330813085,81.29510460171315,3.988830810215281,0.5736315241737596,1.4188672410530878
163,288.88987174855896,44.521645463906424,50.134322872687676,5.0420794376765015,0.7770493017507654,0.8750090023863019
165,164.2366954145517,7.954334072843527,91.22385217558585,2.8664710875790007,0.13882931937469,1.5921565768165655
166,326.3680575434024,38.14635728419467,64.68385433190797,5.696197177470688,0.6657795322513193,1.128946230972191
167,170.47238053206823,26.416192138562085,46.50474928259541,2.9753043239972734,0.46104952865735055,0.8116609927957609
168,284.10804484978195,35.51291741461331,72.62875731978588,4.958620814032414,0.6198173358738345,1.2676109468621957
171,85.84796557597912,29.803846347077446,90.88397694885337,1.4983296554395857,0.5201752485149861,1.5862246350641216
172,166.54194538637765,14.120900615553218,57.618723840627524,2.90670528966887,0.24645620908829766,1.0056364418163029
173,176.45508141521327,11.88878763993467,28.118911493084912,3.0797221525701266,0.2074984883872661,0.4907675876312064
