Grain ID,Euler1 (rad),Euler2 (rad),Euler3 (rad),Size (pixels),Size (um^2),Peak SAW Frequency (Hz)
43,0.5219005429612201,0.29596526636603726,0.6418830936434652,30,16886.5534512,291888501.928132
44,6.166209970844397,0.6318965253175578,1.5398156776172447,73,41090.61339792,293006683.90104073
45,6.112121493120372,0.805446568631772,1.4791972417667985,98,55162.74127392001,291845665.3414093
46,0.9645406836426074,0.466782919445928,0.8436449946847516,62,34898.877132480004,296038163.54839796
47,1.4783826557370263,0.6659530309628672,0.2642252765919032,207,116517.21881328002,294853045.2422512
48,6.05304054926641,0.41165280479925437,0.1269204636731096,165,92876.04398160001,290057812.6657473
49,5.395439005797339,0.23144650770363243,0.1231567592164883,121,68109.09891984,289024978.3644159
50,5.558846449857028,0.6602902572736828,0.16758353350321506,210,118205.87415840001,288584583.3168428
51,1.393540509848449,0.7101783493043312,0.4222006076977889,123,69234.86914992,294962379.655349
52,2.6147100643968817,0.5544681160816339,1.0814960232185133,93,52348.315698720005,290502719.10545075
53,3.2999778980388608,0.19729373974164943,1.007754898424538,48,27018.485521920004,289445653.68406427
54,0.4608925736144432,0.6488237489089761,0.7784134077326844,96,54036.97104384001,297811510.8403389
55,0.45895088545783963,0.7500745925078597,0.5863818732832623,108,60791.592424320006,297321725.89315444
56,3.1414419299555307,0.6440326307522931,1.1859040156320984,49,27581.370636960004,292446524.0641711
57,3.9251239216113434,0.6546364331387486,1.3663594947318665,36,20263.864141440004,302500207.4287136
59,1.833751530692975,0.7949415303486288,1.1474842433335966,54,30395.796212160003,296457418.55044174
60,4.031743892987352,0.6120755215229529,0.6614511670399446,24,13509.242760960002,300103578.606559
61,2.126832519950985,0.25911062711828375,0.2390844233131933,219,123271.84019376001,289130032.5147373
62,1.1343537251254279,0.8690516309977511,0.7545015836362328,181,101882.20582224001,295994100.41472995
63,2.791347547383718,0.250302951197445,1.3413092916790064,43,24204.059946720005,289088001.69157773
64,3.8382867746798888,0.24330012433954804,0.0648718159599874,35,19700.979026400004,292425022.22430164
65,1.3368546957371839,0.16165756581333662,1.3748640801128997,12,6754.621380480001,289529935.7408988
68,2.3052355327309946,0.8178710978297613,0.7987440728638648,143,80492.57145072002,291524791.2682494
69,3.37019466776856,0.2503088814392447,1.128130048858371,337,189692.28376848003,289909813.19868267
70,1.5055065548230153,0.4663269421486916,0.16944149961841581,377,212207.68837008002,292704792.99917036
71,0.6422460949624312,0.592840317938824,1.1097798598251005,107,60228.707309280006,300148873.8414253
75,1.115516429110341,0.20053472779216583,0.6901218962007085,79,44467.924088160005,289614266.8952688
76,2.418438441969106,0.5244779802677092,0.8051969088178556,83,46719.46454832001,289088001.69157773
77,5.3090129151858685,0.37419693292196465,0.04628698113537607,100,56288.51150400001,288710273.466371
78,2.4547322532327103,0.2719234676663109,0.04600739050910366,112,63043.13288448001,288815098.9232973
79,0.3150296779389177,0.508353670662111,0.8385695699755591,396,222902.50555584003,294765636.0537113
80,0.7177102138866056,0.7574232170090645,0.8090677636130683,29,16323.668336160003,301994891.9721129
81,3.9685423150300085,0.45026173639314904,0.8467151427025804,11,6191.73626544,295883999.9458955
82,0.921366614268018,0.7441503369317894,0.5958846861397967,222,124960.49553888002,301971963.19738257
83,3.2610860686801515,0.5443782906870809,1.1362571861066117,53,29832.911097120003,293460689.68292826
84,1.996943806957324,0.7272017503280628,1.314263985010549,90,50659.660353600004,291247270.597007
85,3.4307421902465784,0.5753118878770122,1.3923022539439764,100,56288.51150400001,297700054.4365813
